start,end,label,sound_file
266.117647,268.442353,FW20,Raw_Wav_20180102_011342.wav
282.757647,284.715294,FW20,Raw_Wav_20180102_011342.wav
309.675294,311.877647,FW20,Raw_Wav_20180102_011342.wav
320.197647,321.910588,FW20,Raw_Wav_20180102_011342.wav
322.522353,324.112941,FW20,Raw_Wav_20180102_011342.wav
330.108235,331.943529,FW20,Raw_Wav_20180102_011342.wav
345.769412,348.216471,FW20,Raw_Wav_20180102_011342.wav
357.148235,358.983529,FW20,Raw_Wav_20180102_011342.wav
367.303529,371.341176,FW20,Raw_Wav_20180102_011342.wav
382.230588,383.698824,FW20,Raw_Wav_20180102_011342.wav
398.625882,400.705882,FW20,Raw_Wav_20180102_011342.wav
412.818824,415.021176,FW20,Raw_Wav_20180102_011342.wav
0,4.235294,FW20,Raw_Wav_20180102_012040.wav
10.588235,12.352941,FW20,Raw_Wav_20180102_012040.wav
26.470588,28.588235,FW20,Raw_Wav_20180102_012040.wav
37.764706,39.529412,FW20,Raw_Wav_20180102_012040.wav
53.647059,57.529412,FW20,Raw_Wav_20180102_012040.wav
64.588235,68.470588,FW20,Raw_Wav_20180102_012040.wav
74.823529,78,FW20,Raw_Wav_20180102_012040.wav
85.058824,87.529412,FW20,Raw_Wav_20180102_012040.wav
100.588235,104.117647,FW20,Raw_Wav_20180102_012040.wav
112.235294,115.058824,FW20,Raw_Wav_20180102_012040.wav
130.588235,133.058824,FW20,Raw_Wav_20180102_012040.wav
140.117647,143.294118,FW20,Raw_Wav_20180102_012040.wav
151.058824,154.588235,FW20,Raw_Wav_20180102_012040.wav
163.058824,164.823529,FW20,Raw_Wav_20180102_012040.wav
181.764706,186.705882,FW20,Raw_Wav_20180102_012040.wav
196.941176,201.529412,FW20,Raw_Wav_20180102_012040.wav
207.529412,210.705882,FW20,Raw_Wav_20180102_012040.wav
224.470588,227.294118,FW20,Raw_Wav_20180102_012040.wav
249.529412,253.058824,FW20,Raw_Wav_20180102_012040.wav
264.705882,271.411765,FW20,Raw_Wav_20180102_012040.wav
274.588235,277.764706,FW20,Raw_Wav_20180102_012040.wav
389.647059,392.470588,FW20,Raw_Wav_20180102_012040.wav
398.823529,404.117647,FW20,Raw_Wav_20180102_012040.wav
408.705882,412.235294,FW20,Raw_Wav_20180102_012040.wav
417.882353,420.705882,FW20,Raw_Wav_20180102_012040.wav
435.529412,438.705882,FW20,Raw_Wav_20180102_012040.wav
451.411765,456.705882,FW20,Raw_Wav_20180102_012040.wav
468.705882,472.588235,FW20,Raw_Wav_20180102_012040.wav
501.176471,504.705882,FW20,Raw_Wav_20180102_012040.wav
516.705882,519.529412,FW20,Raw_Wav_20180102_012040.wav
533.294118,537.529412,FW20,Raw_Wav_20180102_012040.wav
548.823529,558,FW20,Raw_Wav_20180102_012040.wav
566.117647,571.764706,FW20,Raw_Wav_20180102_012040.wav
596.823529,600,FW20,Raw_Wav_20180102_012040.wav
13.411765,16.235294,FW20,Raw_Wav_20180102_013039.wav
133.764706,135.352941,FW20,Raw_Wav_20180102_013039.wav
149.294118,152.470588,FW20,Raw_Wav_20180102_013039.wav
164.470588,168.352941,FW20,Raw_Wav_20180102_013039.wav
180.352941,182.823529,FW20,Raw_Wav_20180102_013039.wav
194.470588,199.058824,FW20,Raw_Wav_20180102_013039.wav
200.823529,202.588235,FW20,Raw_Wav_20180102_013039.wav
212.823529,216.352941,FW20,Raw_Wav_20180102_013039.wav
228.352941,233.647059,FW20,Raw_Wav_20180102_013039.wav
244.941176,248.823529,FW20,Raw_Wav_20180102_013039.wav
274.235294,278.470588,FW20,Raw_Wav_20180102_013039.wav
290.470588,294,FW20,Raw_Wav_20180102_013039.wav
305.647059,308.823529,FW20,Raw_Wav_20180102_013039.wav
336.705882,338.823529,FW20,Raw_Wav_20180102_013039.wav
353.294118,355.058824,FW20,Raw_Wav_20180102_013039.wav
368.470588,370.588235,FW20,Raw_Wav_20180102_013039.wav
379.764706,382.588235,FW20,Raw_Wav_20180102_013039.wav
395.294118,396.882353,FW20,Raw_Wav_20180102_013039.wav
410.470588,413.294118,FW20,Raw_Wav_20180102_013039.wav
425.647059,428.823529,FW20,Raw_Wav_20180102_013039.wav
436.235294,439.058824,FW20,Raw_Wav_20180102_013039.wav
446.823529,450,FW20,Raw_Wav_20180102_013039.wav
457.411765,459.529412,FW20,Raw_Wav_20180102_013039.wav
541.058824,545.294118,FW20,Raw_Wav_20180102_013039.wav
557.647059,561.176471,FW20,Raw_Wav_20180102_013039.wav
573.882353,576.705882,FW20,Raw_Wav_20180102_013039.wav
589.764706,592.588235,FW20,Raw_Wav_20180102_013039.wav
22.058824,24.529412,FW20,Raw_Wav_20180102_014039.wav
27.529412,31.764706,FW20,Raw_Wav_20180102_014039.wav
37.235294,39.882353,FW20,Raw_Wav_20180102_014039.wav
43.764706,47.470588,FW20,Raw_Wav_20180102_014039.wav
53.470588,56.647059,FW20,Raw_Wav_20180102_014039.wav
60.176471,63.529412,FW20,Raw_Wav_20180102_014039.wav
70.764706,74.647059,FW20,Raw_Wav_20180102_014039.wav
76.941176,83.294118,FW20,Raw_Wav_20180102_014039.wav
86.294118,90,FW20,Raw_Wav_20180102_014039.wav
93.176471,97.058824,FW20,Raw_Wav_20180102_014039.wav
102.352941,105.529412,FW20,Raw_Wav_20180102_014039.wav
108.529412,112.411765,FW20,Raw_Wav_20180102_014039.wav
119.294118,121.411765,FW20,Raw_Wav_20180102_014039.wav
124.941176,129.352941,FW20,Raw_Wav_20180102_014039.wav
150,153.705882,FW20,Raw_Wav_20180102_014039.wav
156.705882,160.941176,FW20,Raw_Wav_20180102_014039.wav
166.941176,169.058824,FW20,Raw_Wav_20180102_014039.wav
173.117647,176.647059,FW20,Raw_Wav_20180102_014039.wav
182.470588,185.294118,FW20,Raw_Wav_20180102_014039.wav
189,192.176471,FW20,Raw_Wav_20180102_014039.wav
197.647059,200.823529,FW20,Raw_Wav_20180102_014039.wav
204.352941,208.058824,FW20,Raw_Wav_20180102_014039.wav
213.176471,216.705882,FW20,Raw_Wav_20180102_014039.wav
219.882353,223.588235,FW20,Raw_Wav_20180102_014039.wav
228.882353,232.764706,FW20,Raw_Wav_20180102_014039.wav
235.411765,239.294118,FW20,Raw_Wav_20180102_014039.wav
254.470588,259.058824,FW20,Raw_Wav_20180102_014039.wav
270.705882,275.470588,FW20,Raw_Wav_20180102_014039.wav
277.588235,282.529412,FW20,Raw_Wav_20180102_014039.wav
286.588235,289.588235,FW20,Raw_Wav_20180102_014039.wav
293.470588,297,FW20,Raw_Wav_20180102_014039.wav
301.764706,305.294118,FW20,Raw_Wav_20180102_014039.wav
317.470588,319.058824,FW20,Raw_Wav_20180102_014039.wav
323.117647,325.411765,FW20,Raw_Wav_20180102_014039.wav
331.941176,335.470588,FW20,Raw_Wav_20180102_014039.wav
338.470588,340.941176,FW20,Raw_Wav_20180102_014039.wav
346.764706,350.470588,FW20,Raw_Wav_20180102_014039.wav
354,357.529412,FW20,Raw_Wav_20180102_014039.wav
362.294118,366.705882,FW20,Raw_Wav_20180102_014039.wav
396.176471,399.529412,FW20,Raw_Wav_20180102_014039.wav
